-182.534, 78.349, 1.819,  1.765
-182.505, 78.295, 1.822,  1.798
-182.477, 78.241, 1.824,  1.831
-182.449, 78.187, 1.826,  1.864
-182.422, 78.133, 1.828,  1.897
-182.396, 78.078, 1.829,  1.930
-182.370, 78.022, 1.831,  1.963
-182.346, 77.966, 1.828,  1.996
-182.324, 77.909, 1.820,  2.029
-182.304, 77.852, 1.818,  2.062
-182.285, 77.794, 1.829,  2.095
-182.265, 77.735, 1.841,  2.128
-182.246, 77.676, 1.848,  2.161
-182.227, 77.617, 1.852,  2.194
-182.207, 77.558, 1.856,  2.227
-182.188, 77.499, 1.859,  2.260
-182.169, 77.439, 1.862,  2.293
-182.150, 77.380, 1.866,  2.326
-182.131, 77.320, 1.870,  2.359
-182.112, 77.261, 1.874,  2.392
-182.093, 77.201, 1.878,  2.425
-182.074, 77.141, 1.882,  2.458
-182.055, 77.080, 1.885,  2.491
-182.037, 77.020, 1.887,  2.524
-182.020, 76.959, 1.880,  2.557
-182.006, 76.898, 1.877,  2.590
-181.992, 76.836, 1.889,  2.623
-181.978, 76.773, 1.903,  2.656
-181.964, 76.710, 1.911,  2.689
-181.950, 76.648, 1.916,  2.722
-181.936, 76.585, 1.920,  2.755
-181.923, 76.521, 1.926,  2.788
-181.909, 76.458, 1.931,  2.821
-181.896, 76.395, 1.937,  2.854
-181.882, 76.331, 1.942,  2.887
-181.869, 76.267, 1.948,  2.920
-181.855, 76.203, 1.954,  2.953
-181.842, 76.139, 1.959,  2.986
-181.829, 76.074, 1.964,  3.019
-181.816, 76.010, 1.968,  3.052
-181.805, 75.945, 1.962,  3.085
-181.794, 75.880, 1.967,  3.118
-181.785, 75.814, 1.978,  3.151
-181.775, 75.748, 1.989,  3.184
-181.765, 75.682, 1.996,  3.217
-181.755, 75.615, 2.002,  3.250
-181.745, 75.549, 2.008,  3.283
-181.736, 75.482, 2.014,  3.316
-181.726, 75.415, 2.021,  3.349
-181.717, 75.348, 2.027,  3.382
-181.707, 75.281, 2.033,  3.415
-181.698, 75.213, 2.039,  3.448
-181.689, 75.145, 2.046,  3.481
-181.679, 75.077, 2.053,  3.514
-181.670, 75.009, 2.059,  3.547
-181.661, 74.941, 2.063,  3.580
-181.653, 74.872, 2.062,  3.613
-181.646, 74.803, 2.070,  3.646
-181.640, 74.734, 2.081,  3.679
-181.633, 74.664, 2.090,  3.712
-181.626, 74.595, 2.097,  3.745
-181.620, 74.525, 2.103,  3.778
-181.613, 74.454, 2.110,  3.811
-181.606, 74.384, 2.117,  3.844
-181.600, 74.313, 2.123,  3.877
-181.593, 74.243, 2.130,  3.910
-181.587, 74.171, 2.137,  3.943
-181.581, 74.100, 2.143,  3.976
-181.574, 74.029, 2.151,  4.009
-181.568, 73.957, 2.159,  4.042
-181.563, 73.885, 2.161,  4.075
-181.558, 73.813, 2.168,  4.108
-181.553, 73.740, 2.177,  4.141
-181.548, 73.667, 2.186,  4.174
-181.544, 73.594, 2.193,  4.207
-181.539, 73.521, 2.199,  4.240
-181.534, 73.448, 2.206,  4.273
-181.530, 73.374, 2.214,  4.306
-181.525, 73.300, 2.221,  4.339
-181.521, 73.226, 2.228,  4.372
-181.516, 73.151, 2.236,  4.405
-181.512, 73.077, 2.243,  4.438
-181.507, 73.002, 2.250,  4.471
-181.503, 72.927, 2.258,  4.504
-181.499, 72.851, 2.263,  4.537
-181.496, 72.776, 2.270,  4.570
-181.492, 72.700, 2.280,  4.603
-181.489, 72.623, 2.288,  4.636
-181.486, 72.547, 2.295,  4.669
-181.482, 72.470, 2.303,  4.702
-181.479, 72.393, 2.311,  4.735
-181.476, 72.316, 2.320,  4.768
-181.473, 72.239, 2.326,  4.801
-181.470, 72.161, 2.332,  4.834
-181.466, 72.083, 2.340,  4.867
-181.463, 72.005, 2.348,  4.900
-181.460, 71.926, 2.357,  4.933
-181.458, 71.848, 2.363,  4.966
-181.455, 71.769, 2.369,  4.999
-181.453, 71.690, 2.378,  5.032
-181.451, 71.610, 2.386,  5.065
-181.448, 71.530, 2.394,  5.098
-181.446, 71.450, 2.402,  5.131
-181.444, 71.370, 2.410,  5.164
-181.442, 71.289, 2.419,  5.197
-181.439, 71.209, 2.427,  5.230
-181.437, 71.127, 2.435,  5.263
-181.435, 71.046, 2.443,  5.296
-181.433, 70.964, 2.451,  5.329
-181.431, 70.883, 2.458,  5.362
-181.429, 70.800, 2.466,  5.395
-181.427, 70.718, 2.476,  5.428
-181.426, 70.635, 2.484,  5.461
-181.424, 70.552, 2.492,  5.494
-181.423, 70.469, 2.501,  5.527
-181.421, 70.385, 2.509,  5.560
-181.419, 70.302, 2.517,  5.593
-181.418, 70.217, 2.525,  5.626
-181.416, 70.133, 2.534,  5.659
-181.415, 70.048, 2.542,  5.692
-181.413, 69.963, 2.551,  5.725
-181.412, 69.878, 2.559,  5.758
-181.411, 69.793, 2.567,  5.791
-181.410, 69.707, 2.576,  5.824
-181.408, 69.621, 2.584,  5.857
-181.407, 69.534, 2.593,  5.890
-181.406, 69.448, 2.602,  5.923
-181.405, 69.361, 2.610,  5.956
-181.404, 69.274, 2.619,  5.989
-181.403, 69.186, 2.628,  6.022
-181.402, 69.098, 2.636,  6.055
-181.401, 69.010, 2.645,  6.088
-181.400, 68.922, 2.654,  6.121
-181.399, 68.833, 2.664,  6.154
-181.398, 68.744, 2.673,  6.187
-181.398, 68.655, 2.682,  6.220
-181.397, 68.565, 2.691,  6.253
-181.396, 68.475, 2.700,  6.286
-181.395, 68.385, 2.709,  6.319
-181.395, 68.294, 2.717,  6.352
-181.394, 68.204, 2.726,  6.385
-181.393, 68.113, 2.734,  6.418
-181.393, 68.021, 2.743,  6.451
-181.392, 67.929, 2.754,  6.484
-181.391, 67.837, 2.763,  6.517
-181.391, 67.745, 2.771,  6.550
-181.390, 67.653, 2.781,  6.583
-181.390, 67.560, 2.791,  6.616
-181.389, 67.466, 2.800,  6.649
-181.389, 67.373, 2.809,  6.682
-181.389, 67.279, 2.819,  6.715
-181.388, 67.185, 2.828,  6.748
-181.388, 67.090, 2.837,  6.781
-181.387, 66.995, 2.847,  6.814
-181.387, 66.900, 2.856,  6.847
-181.386, 66.805, 2.866,  6.880
-181.386, 66.709, 2.875,  6.913
-181.386, 66.613, 2.885,  6.946
-181.386, 66.516, 2.895,  6.979
-181.385, 66.420, 2.905,  7.012
-181.385, 66.323, 2.914,  7.045
-181.385, 66.225, 2.924,  7.078
-181.384, 66.127, 2.934,  7.111
-181.384, 66.029, 2.945,  7.144
-181.384, 65.931, 2.955,  7.177
-181.384, 65.832, 2.964,  7.210
-181.383, 65.733, 2.973,  7.243
-181.383, 65.634, 2.983,  7.276
-181.383, 65.534, 2.993,  7.309
-181.383, 65.434, 3.003,  7.342
-181.383, 65.334, 3.013,  7.375
-181.383, 65.233, 3.023,  7.408
-181.383, 65.132, 3.033,  7.441
-181.382, 65.031, 3.044,  7.474
-181.382, 64.929, 3.055,  7.507
-181.382, 64.827, 3.065,  7.540
-181.382, 64.724, 3.075,  7.573
-181.382, 64.622, 3.085,  7.606
-181.382, 64.519, 3.096,  7.639
-181.382, 64.415, 3.106,  7.672
-181.382, 64.311, 3.116,  7.705
-181.382, 64.207, 3.127,  7.738
-181.382, 64.103, 3.137,  7.771
-181.382, 63.998, 3.148,  7.804
-181.382, 63.893, 3.158,  7.837
-181.382, 63.787, 3.169,  7.870
-181.382, 63.681, 3.180,  7.903
-181.382, 63.575, 3.191,  7.936
-181.382, 63.468, 3.201,  7.969
-181.382, 63.361, 3.212,  8.002
-181.382, 63.254, 3.223,  8.035
-181.382, 63.146, 3.233,  8.068
-181.382, 63.038, 3.243,  8.101
-181.382, 62.930, 3.254,  8.134
-181.382, 62.821, 3.265,  8.167
-181.382, 62.712, 3.277,  8.200
-181.382, 62.602, 3.288,  8.233
-181.382, 62.493, 3.299,  8.266
-181.382, 62.382, 3.310,  8.299
-181.382, 62.272, 3.321,  8.332
-181.382, 62.161, 3.332,  8.365
-181.382, 62.049, 3.343,  8.398
-181.382, 61.938, 3.354,  8.431
-181.382, 61.826, 3.366,  8.464
-181.382, 61.713, 3.377,  8.497
-181.383, 61.600, 3.388,  8.530
-181.383, 61.487, 3.400,  8.563
-181.383, 61.373, 3.411,  8.596
-181.383, 61.259, 3.422,  8.629
-181.383, 61.145, 3.434,  8.662
-181.383, 61.030, 3.446,  8.695
-181.383, 60.915, 3.457,  8.728
-181.383, 60.800, 3.469,  8.761
-181.383, 60.684, 3.481,  8.794
-181.383, 60.567, 3.493,  8.827
-181.383, 60.451, 3.504,  8.860
-181.384, 60.334, 3.516,  8.893
-181.384, 60.216, 3.527,  8.926
-181.384, 60.098, 3.539,  8.959
-181.384, 59.980, 3.550,  8.992
-181.384, 59.861, 3.563,  9.025
-181.384, 59.742, 3.576,  9.058
-181.384, 59.623, 3.588,  9.091
-181.384, 59.503, 3.600,  9.124
-181.385, 59.383, 3.611,  9.157
-181.385, 59.262, 3.623,  9.190
-181.385, 59.141, 3.635,  9.223
-181.385, 59.019, 3.647,  9.256
-181.385, 58.897, 3.659,  9.289
-181.385, 58.775, 3.671,  9.322
-181.385, 58.652, 3.684,  9.355
-181.385, 58.529, 3.697,  9.388
-181.385, 58.406, 3.709,  9.421
-181.386, 58.282, 3.721,  9.454
-181.386, 58.157, 3.734,  9.487
-181.386, 58.033, 3.747,  9.520
-181.386, 57.907, 3.759,  9.553
-181.386, 57.782, 3.771,  9.586
-181.386, 57.656, 3.784,  9.619
-181.386, 57.529, 3.797,  9.652
-181.386, 57.402, 3.810,  9.685
-181.387, 57.275, 3.822,  9.718
-181.387, 57.147, 3.835,  9.751
-181.387, 57.019, 3.849,  9.784
-181.387, 56.891, 3.861,  9.817
-181.387, 56.762, 3.874,  9.850
-181.387, 56.632, 3.887,  9.883
-181.387, 56.502, 3.901,  9.916
-181.387, 56.372, 3.914,  9.949
-181.387, 56.241, 3.926,  9.982
-181.388, 56.110, 3.939, 10.015
-181.388, 55.978, 3.952, 10.048
-181.388, 55.846, 3.964, 10.081
-181.388, 55.714, 3.978, 10.114
-181.388, 55.581, 3.992, 10.147
-181.388, 55.447, 4.005, 10.180
-181.388, 55.314, 4.018, 10.213
-181.388, 55.179, 4.031, 10.246
-181.388, 55.045, 4.045, 10.279
-181.389, 54.910, 4.058, 10.312
-181.389, 54.774, 4.071, 10.345
-181.389, 54.638, 4.085, 10.378
-181.389, 54.501, 4.098, 10.411
-181.389, 54.364, 4.112, 10.444
-181.389, 54.227, 4.126, 10.477
-181.389, 54.089, 4.139, 10.510
-181.389, 53.951, 4.152, 10.543
-181.390, 53.812, 4.166, 10.576
-181.390, 53.673, 4.181, 10.609
-181.390, 53.533, 4.195, 10.642
-181.390, 53.393, 4.209, 10.675
-181.390, 53.252, 4.223, 10.708
-181.390, 53.111, 4.237, 10.741
-181.390, 52.970, 4.250, 10.774
-181.390, 52.828, 4.264, 10.807
-181.390, 52.685, 4.278, 10.840
-181.391, 52.542, 4.292, 10.873
-181.391, 52.399, 4.306, 10.906
-181.391, 52.255, 4.321, 10.939
-181.391, 52.110, 4.336, 10.972
-181.391, 51.965, 4.351, 11.005
-181.391, 51.820, 4.365, 11.038
-181.391, 51.674, 4.379, 11.071
-181.391, 51.528, 4.393, 11.104
-181.391, 51.381, 4.408, 11.137
-181.391, 51.234, 4.423, 11.170
-181.391, 51.086, 4.439, 11.203
-181.392, 50.938, 4.453, 11.236
-181.392, 50.789, 4.467, 11.269
-181.392, 50.640, 4.481, 11.302
-181.392, 50.490, 4.496, 11.335
-181.392, 50.340, 4.512, 11.368
-181.392, 50.189, 4.527, 11.401
-181.392, 50.037, 4.543, 11.434
-181.392, 49.886, 4.559, 11.467
-181.392, 49.733, 4.573, 11.500
-181.392, 49.580, 4.587, 11.533
-181.392, 49.427, 4.603, 11.566
-181.392, 49.273, 4.619, 11.599
-181.392, 49.119, 4.635, 11.632
-181.393, 48.964, 4.650, 11.665
-181.393, 48.809, 4.666, 11.698
-181.393, 48.653, 4.681, 11.731
-181.393, 48.496, 4.696, 11.764
-181.393, 48.339, 4.712, 11.797
-181.393, 48.182, 4.728, 11.830
-181.393, 48.024, 4.744, 11.863
-181.393, 47.865, 4.759, 11.896
-181.393, 47.706, 4.776, 11.929
-181.393, 47.547, 4.792, 11.962
-181.393, 47.387, 4.808, 11.995
-181.393, 47.226, 4.824, 12.028
-181.393, 47.065, 4.840, 12.061
-181.393, 46.903, 4.856, 12.094
-181.393, 46.741, 4.872, 12.127
-181.393, 46.578, 4.889, 12.160
-181.393, 46.415, 4.905, 12.193
-181.393, 46.251, 4.921, 12.226
-181.393, 46.086, 4.937, 12.259
-181.394, 45.921, 4.954, 12.292
-181.394, 45.756, 4.971, 12.325
-181.394, 45.590, 4.987, 12.358
-181.394, 45.423, 5.004, 12.391
-181.394, 45.256, 5.021, 12.424
-181.394, 45.088, 5.037, 12.457
-181.394, 44.920, 5.054, 12.490
-181.394, 44.751, 5.071, 12.523
-181.394, 44.581, 5.088, 12.556
-181.394, 44.411, 5.103, 12.589
-181.394, 44.241, 5.114, 12.622
-181.394, 44.070, 5.111, 12.655
-181.394, 43.900, 5.100, 12.688
-181.394, 43.731, 5.098, 12.721
-181.394, 43.561, 5.108, 12.754
-181.394, 43.390, 5.129, 12.787
-181.394, 43.218, 5.155, 12.820
-181.394, 43.046, 5.183, 12.853
-181.394, 42.872, 5.210, 12.886
-181.394, 42.697, 5.236, 12.919
-181.394, 42.522, 5.261, 12.952
-181.394, 42.346, 5.284, 12.985
-181.394, 42.169, 5.307, 13.018
-181.394, 41.992, 5.329, 13.051
-181.394, 41.814, 5.351, 13.084
-181.394, 41.635, 5.372, 13.117
-181.394, 41.455, 5.393, 13.150
-181.394, 41.275, 5.414, 13.183
-181.394, 41.094, 5.435, 13.216
-181.394, 40.912, 5.456, 13.249
-181.394, 40.730, 5.477, 13.282
-181.394, 40.547, 5.497, 13.315
-181.394, 40.363, 5.516, 13.348
-181.394, 40.178, 5.536, 13.381
-181.393, 39.993, 5.556, 13.414
-181.393, 39.808, 5.576, 13.447
-181.393, 39.621, 5.596, 13.480
-181.393, 39.434, 5.615, 13.513
-181.393, 39.246, 5.635, 13.546
-181.393, 39.058, 5.655, 13.579
-181.393, 38.869, 5.675, 13.612
-181.393, 38.679, 5.694, 13.645
-181.393, 38.489, 5.714, 13.678
-181.393, 38.298, 5.732, 13.711
-181.393, 38.106, 5.751, 13.744
-181.393, 37.914, 5.770, 13.777
-181.393, 37.721, 5.790, 13.810
-181.393, 37.528, 5.809, 13.843
-181.393, 37.334, 5.829, 13.876
-181.393, 37.139, 5.848, 13.909
-181.392, 36.943, 5.867, 13.942
-181.392, 36.747, 5.887, 13.975
-181.392, 36.551, 5.907, 14.008
-181.392, 36.353, 5.926, 14.041
-181.392, 36.155, 5.946, 14.074
-181.392, 35.956, 5.966, 14.107
-181.392, 35.757, 5.986, 14.140
-181.392, 35.557, 6.006, 14.173
-181.392, 35.356, 6.026, 14.206
-181.391, 35.155, 6.045, 14.239
-181.391, 34.953, 6.065, 14.272
-181.391, 34.750, 6.086, 14.305
-181.391, 34.546, 6.106, 14.338
-181.391, 34.342, 6.126, 14.371
-181.391, 34.137, 6.147, 14.404
-181.391, 33.932, 6.167, 14.437
-181.391, 33.726, 6.188, 14.470
-181.391, 33.519, 6.208, 14.503
-181.390, 33.311, 6.228, 14.536
-181.390, 33.103, 6.249, 14.569
-181.390, 32.894, 6.270, 14.602
-181.390, 32.685, 6.290, 14.635
-181.390, 32.475, 6.311, 14.668
-181.390, 32.264, 6.332, 14.701
-181.389, 32.052, 6.353, 14.734
-181.389, 31.840, 6.375, 14.767
-181.389, 31.626, 6.397, 14.800
-181.389, 31.413, 6.419, 14.833
-181.389, 31.198, 6.439, 14.866
-181.388, 30.983, 6.460, 14.899
-181.388, 30.767, 6.481, 14.932
-181.388, 30.550, 6.502, 14.965
-181.388, 30.333, 6.524, 14.998
-181.388, 30.115, 6.547, 15.031
-181.387, 29.896, 6.570, 15.064
-181.387, 29.676, 6.592, 15.097
-181.387, 29.456, 6.613, 15.130
-181.387, 29.235, 6.635, 15.163
-181.387, 29.013, 6.656, 15.196
-181.386, 28.791, 6.678, 15.229
-181.386, 28.567, 6.701, 15.262
-181.386, 28.343, 6.724, 15.295
-181.386, 28.119, 6.747, 15.328
-181.385, 27.893, 6.769, 15.361
-181.385, 27.667, 6.792, 15.394
-181.385, 27.440, 6.814, 15.427
-181.385, 27.212, 6.836, 15.460
-181.384, 26.983, 6.858, 15.493
-181.384, 26.754, 6.881, 15.526
-181.384, 26.524, 6.904, 15.559
-181.384, 26.293, 6.927, 15.592
-181.383, 26.062, 6.950, 15.625
-181.383, 25.830, 6.974, 15.658
-181.383, 25.596, 6.997, 15.691
-181.383, 25.363, 7.020, 15.724
-181.382, 25.128, 7.042, 15.757
-181.382, 24.893, 7.066, 15.790
-181.382, 24.656, 7.090, 15.823
-181.381, 24.419, 7.114, 15.856
-181.381, 24.182, 7.138, 15.889
-181.381, 23.943, 7.162, 15.922
-181.380, 23.704, 7.186, 15.955
-181.380, 23.464, 7.209, 15.988
-181.380, 23.223, 7.233, 16.021
-181.379, 22.981, 7.257, 16.054
-181.379, 22.738, 7.282, 16.087
-181.379, 22.495, 7.306, 16.120
-181.378, 22.251, 7.330, 16.153
-181.378, 22.006, 7.355, 16.186
-181.378, 21.760, 7.380, 16.219
-181.377, 21.513, 7.405, 16.252
-181.377, 21.266, 7.429, 16.285
-181.377, 21.018, 7.453, 16.318
-181.376, 20.768, 7.479, 16.351
-181.376, 20.519, 7.503, 16.384
-181.375, 20.268, 7.528, 16.417
-181.375, 20.016, 7.554, 16.450
-181.375, 19.764, 7.579, 16.483
-181.374, 19.510, 7.605, 16.516
-181.374, 19.256, 7.629, 16.549
-181.373, 19.001, 7.654, 16.582
-181.373, 18.746, 7.679, 16.615
-181.373, 18.489, 7.705, 16.648
-181.372, 18.231, 7.732, 16.681
-181.372, 17.973, 7.758, 16.714
-181.371, 17.714, 7.783, 16.747
-181.371, 17.454, 7.809, 16.780
-181.370, 17.193, 7.835, 16.813
-181.370, 16.931, 7.861, 16.846
-181.369, 16.668, 7.887, 16.879
-181.369, 16.405, 7.913, 16.912
-181.368, 16.140, 7.940, 16.945
-181.368, 15.875, 7.967, 16.978
-181.368, 15.609, 7.994, 17.011
-181.367, 15.341, 8.020, 17.044
-181.366, 15.073, 8.047, 17.077
-181.366, 14.805, 8.074, 17.110
-181.365, 14.535, 8.101, 17.143
-181.365, 14.264, 8.128, 17.176
-181.364, 13.992, 8.155, 17.209
-181.364, 13.720, 8.182, 17.242
-181.363, 13.446, 8.210, 17.275
-181.363, 13.172, 8.238, 17.308
-181.362, 12.897, 8.266, 17.341
-181.362, 12.620, 8.295, 17.374
-181.361, 12.343, 8.322, 17.407
-181.361, 12.065, 8.350, 17.440
-181.360, 11.786, 8.378, 17.473
-181.359, 11.506, 8.406, 17.506
-181.359, 11.225, 8.434, 17.539
-181.358, 10.943, 8.462, 17.572
-181.358, 10.661, 8.490, 17.605
-181.357, 10.377, 8.518, 17.638
-181.356, 10.092, 8.547, 17.671
-181.356, 9.807, 8.576, 17.704
-181.355, 9.520, 8.605, 17.737
-181.355, 9.232, 8.634, 17.770
-181.354, 8.944, 8.662, 17.803
-181.353, 8.655, 8.691, 17.836
-181.353, 8.364, 8.720, 17.869
-181.352, 8.073, 8.749, 17.902
-181.351, 7.780, 8.779, 17.935
-181.351, 7.487, 8.809, 17.968
-181.350, 7.192, 8.839, 18.001
-181.349, 6.897, 8.868, 18.034
-181.348, 6.601, 8.898, 18.067
-181.348, 6.303, 8.928, 18.100
-181.347, 6.005, 8.958, 18.133
-181.346, 5.706, 8.987, 18.166
-181.346, 5.405, 9.018, 18.199
-181.345, 5.104, 9.048, 18.232
-181.344, 4.802, 9.078, 18.265
-181.343, 4.498, 9.109, 18.298
-181.343, 4.194, 9.140, 18.331
-181.342, 3.888, 9.171, 18.364
-181.341, 3.582, 9.201, 18.397
-181.340, 3.274, 9.232, 18.430
-181.339, 2.966, 9.263, 18.463
-181.339, 2.656, 9.294, 18.496
-181.338, 2.346, 9.326, 18.529
-181.337, 2.034, 9.357, 18.562
-181.336, 1.721, 9.388, 18.595
-181.335, 1.408, 9.419, 18.628
-181.335, 1.093, 9.450, 18.661
-181.334, 0.777, 9.483, 18.694
-181.333, 0.460, 9.515, 18.727
-181.332, 0.142, 9.547, 18.760
-181.331, -0.177, 9.579, 18.793
-181.330, -0.497, 9.611, 18.826
-181.329, -0.818, 9.642, 18.859
-181.328, -1.140, 9.675, 18.892
-181.327, -1.464, 9.708, 18.925
-181.327, -1.788, 9.740, 18.958
-181.326, -2.114, 9.772, 18.991
-181.325, -2.440, 9.805, 19.024
-181.324, -2.768, 9.838, 19.057
-181.323, -3.097, 9.871, 19.090
-181.322, -3.427, 9.904, 19.123
-181.321, -3.758, 9.938, 19.156
-181.320, -4.090, 9.972, 19.189
-181.319, -4.423, 10.005, 19.222
-181.318, -4.757, 10.038, 19.255
-181.317, -5.093, 10.072, 19.288
-181.316, -5.429, 10.106, 19.321
-181.315, -5.767, 10.140, 19.354
-181.314, -6.106, 10.173, 19.387
-181.313, -6.446, 10.207, 19.420
-181.312, -6.787, 10.242, 19.453
-181.311, -7.129, 10.276, 19.486
-181.310, -7.473, 10.310, 19.519
-181.308, -7.817, 10.345, 19.552
-181.307, -8.163, 10.380, 19.585
-181.306, -8.510, 10.415, 19.618
-181.305, -8.858, 10.450, 19.651
-181.304, -9.207, 10.486, 19.684
-181.303, -9.558, 10.521, 19.717
-181.302, -9.909, 10.556, 19.750
-181.301, -10.262, 10.591, 19.783
-181.299, -10.616, 10.627, 19.816
-181.298, -10.971, 10.662, 19.849
-181.297, -11.327, 10.697, 19.882
-181.296, -11.685, 10.733, 19.915
-181.295, -12.043, 10.770, 19.948
-181.293, -12.403, 10.805, 19.981
-181.292, -12.764, 10.841, 20.014
-181.291, -13.127, 10.878, 20.047
-181.290, -13.490, 10.915, 20.080
-181.288, -13.855, 10.952, 20.113
-181.287, -14.221, 10.989, 20.146
-181.286, -14.588, 11.025, 20.179
-181.285, -14.957, 11.062, 20.212
-181.283, -15.326, 11.099, 20.245
-181.282, -15.697, 11.136, 20.278
-181.281, -16.069, 11.174, 20.311
-181.279, -16.443, 11.211, 20.344
-181.278, -16.817, 11.248, 20.377
-181.277, -17.193, 11.286, 20.410
-181.275, -17.571, 11.324, 20.443
-181.274, -17.949, 11.362, 20.476
-181.272, -18.329, 11.401, 20.509
-181.271, -18.710, 11.439, 20.542
-181.270, -19.092, 11.478, 20.575
-181.268, -19.476, 11.516, 20.608
-181.267, -19.860, 11.555, 20.641
-181.265, -20.247, 11.594, 20.674
-181.264, -20.634, 11.632, 20.707
-181.262, -21.023, 11.672, 20.740
-181.261, -21.413, 11.711, 20.773
-181.259, -21.804, 11.751, 20.806
-181.258, -22.197, 11.790, 20.839
-181.256, -22.591, 11.830, 20.872
-181.255, -22.986, 11.870, 20.905
-181.253, -23.383, 11.910, 20.938
-181.251, -23.781, 11.950, 20.971
-181.250, -24.180, 11.991, 21.004
-181.248, -24.581, 12.032, 21.037
-181.247, -24.983, 12.072, 21.070
-181.245, -25.387, 12.112, 21.103
-181.243, -25.791, 12.152, 21.136
-181.242, -26.197, 12.193, 21.169
-181.240, -26.605, 12.234, 21.202
-181.238, -27.014, 12.275, 21.235
-181.237, -27.424, 12.316, 21.268
-181.235, -27.836, 12.358, 21.301
-181.233, -28.249, 12.400, 21.334
-181.231, -28.663, 12.443, 21.367
-181.230, -29.079, 12.485, 21.400
-181.228, -29.496, 12.526, 21.433
-181.226, -29.915, 12.568, 21.466
-181.224, -30.335, 12.610, 21.499
-181.223, -30.756, 12.653, 21.532
-181.221, -31.179, 12.696, 21.565
-181.219, -31.603, 12.739, 21.598
-181.217, -32.029, 12.781, 21.631
-181.215, -32.456, 12.824, 21.664
-181.213, -32.884, 12.866, 21.697
-181.211, -33.314, 12.909, 21.730
-181.209, -33.746, 12.953, 21.763
-181.208, -34.179, 12.996, 21.796
-181.206, -34.613, 13.040, 21.829
-181.204, -35.049, 13.084, 21.862
-181.202, -35.486, 13.128, 21.895
-181.200, -35.925, 13.173, 21.928
-181.198, -36.365, 13.217, 21.961
-181.196, -36.807, 13.261, 21.994
-181.194, -37.250, 13.305, 22.027
-181.191, -37.695, 13.350, 22.060
-181.189, -38.141, 13.395, 22.093
-181.187, -38.588, 13.440, 22.126
-181.185, -39.038, 13.485, 22.159
-181.183, -39.488, 13.531, 22.192
-181.181, -39.940, 13.576, 22.225
-181.179, -40.394, 13.622, 22.258
-181.177, -40.849, 13.668, 22.291
-181.174, -41.306, 13.714, 22.324
-181.172, -41.764, 13.760, 22.357
-181.170, -42.224, 13.806, 22.390
-181.168, -42.686, 13.852, 22.423
-181.165, -43.148, 13.898, 22.456
-181.163, -43.613, 13.944, 22.489
-181.161, -44.079, 13.991, 22.522
-181.159, -44.546, 14.039, 22.555
-181.156, -45.016, 14.086, 22.588
-181.154, -45.486, 14.134, 22.621
-181.152, -45.959, 14.181, 22.654
-181.149, -46.433, 14.229, 22.687
-181.147, -46.908, 14.276, 22.720
-181.144, -47.385, 14.323, 22.753
-181.142, -47.864, 14.371, 22.786
-181.139, -48.344, 14.419, 22.819
-181.137, -48.826, 14.468, 22.852
-181.134, -49.310, 14.517, 22.885
-181.132, -49.795, 14.566, 22.918
-181.129, -50.281, 14.615, 22.951
-181.127, -50.770, 14.664, 22.984
-181.124, -51.260, 14.712, 23.017
-181.122, -51.752, 14.762, 23.050
